cgid,chr,pos,strand,Type,Islands_Name,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Accession,UCSC_RefGene_Group
cg00993651,chr1,244211782,-,I,chr1:244211034-244212088,Island,,,
cg00994693,chr8,61193715,-,I,chr8:61193312-61194195,Island,CA8;CA8,NM_004056;NM_004056,5'UTR;1stExon
cg00998168,chr1,1590443,+,I,chr1:1590073-1590942,Island,CDK11B;CDK11B;CDK11B;CDK11B;CDK11B;CDK11B,NM_033493;NM_033489;NM_033486;NM_033488;NM_033492;NM_033487,Body;Body;Body;Body;Body;5'UTR
cg01000656,chr1,84971486,+,I,chr1:84971344-84972491,Island,SPATA1;GNG5,NM_001081472;NM_005274,TSS1500;Body
cg01003902,chr19,5622997,+,I,chr19:5622248-5623712,Island,SAFB2;SAFB,NM_014649;NM_002967,TSS200;TSS200
cg01004144,chr14,91977258,-,I,chr14:91975670-91977326,Island,SMEK1,NM_032560,TSS1500
cg01010868,chr19,14228654,+,I,chr19:14228461-14229264,Island,PRKACA,NM_002730,TSS200
cg01021053,chr10,58121007,+,I,chr10:58121059-58121275,N_Shore,ZWINT;ZWINT;ZWINT;ZWINT;ZWINT;ZWINT,NM_001005413;NM_001005413;NM_007057;NM_032997;NM_032997;NM_007057,5'UTR;1stExon;5'UTR;5'UTR;1stExon;1stExon
cg01021385,chr3,47517504,+,I,chr3:47516997-47517650,Island,SCAP,NM_012235,TSS200
cg01036296,chr5,80597395,+,I,chr5:80597320-80597734,Island,RNU5E;ZCCHC9;ZCCHC9;RNU5D;ZCCHC9,NR_002754;NM_001131035;NM_001131036;NR_002755;NM_032280,Body;TSS200;TSS200;Body;TSS200
cg01046309,chr16,18995391,-,I,chr16:18995156-18995577,Island,TMC7;TMC7,NM_001160364;NM_024847,TSS1500;1stExon
cg01054502,chr16,11439194,+,I,chr16:11439186-11439767,Island,C16orf75,NM_152308,TSS200
cg01054658,chr8,33342664,-,I,chr8:33342171-33343141,Island,MAK16,NM_032509,TSS200
cg01056174,chr2,112641738,-,I,chr2:112641337-112641906,Island,ANAPC1;ANAPC1,NM_022662;NM_022662,1stExon;5'UTR
cg01056653,chr10,7452391,-,I,chr10:7449376-7455339,Island,SFMBT2,NM_001029880,5'UTR
cg01067444,chr6,118973046,+,I,chr6:118971662-118973137,Island,C6orf204;C6orf204,NM_001042475;NM_206921,TSS200;TSS200
cg01068412,chr19,58090463,+,I,chr19:58089801-58090524,Island,ZNF416,NM_017879,TSS1500
cg01073575,chr16,28223539,-,II,chr16:28223083-28223638,Island,XPO6,NM_015171,TSS1500
cg01077350,chr6,10694632,-,I,chr6:10694617-10695352,Island,C6orf52;C6orf52;PAK1IP1;C6orf52,NM_001145020;NR_026736;NM_017906;NR_026737,5'UTR;Body;TSS1500;Body
cg01078871,chr14,39901508,+,I,chr14:39900676-39902206,Island,FBXO33;FBXO33,NM_203301;NM_203301,1stExon;5'UTR
cg01083915,chr22,50964111,+,I,chr22:50963608-50970768,Island,SCO2;SCO2;SCO2;SCO2,NM_005138;NM_001169111;NM_001169109;NM_001169110,TSS200;TSS200;5'UTR;5'UTR
cg01083994,chr18,51795732,+,I,chr18:51795711-51796332,Island,POLI,NM_007195,TSS200
cg01087645,chr16,28503407,-,I,chr16:28502813-28503491,Island,CLN3;CLN3;CLN3,NM_001042432;NM_000086;NM_001042432,5'UTR;TSS200;1stExon
cg01090661,chr12,96252584,-,I,chr12:96252555-96253029,Island,SNRPF,NM_003095,TSS200
cg01091448,chr5,34008127,+,II,chr5:34007796-34008105,S_Shore,AMACR;AMACR;AMACR;AMACR;AMACR;AMACR;AMACR;AMACR;AMACR;AMACR;AMACR;AMACR,NM_001167597;NM_203382;NM_001167598;NM_001167597;NM_001167595;NM_014324;NM_001167598;NM_001167595;NM_203382;NM_001167596;NM_014324;NM_001167596,5'UTR;1stExon;5'UTR;1stExon;1stExon;5'UTR;1stExon;5'UTR;5'UTR;1stExon;1stExon;5'UTR
cg01096398,chr6,1312475,+,I,chr6:1311068-1314220,Island,FOXQ1,NM_033260,TSS200
cg01096546,chr14,50087501,-,I,chr14:50086955-50088261,Island,RPL36AL;MGAT2;MGAT2,NM_001001;NM_002408;NM_002408,TSS200;1stExon;5'UTR
cg01097964,chr19,58258646,-,I,chr19:58258088-58258619,S_Shore,ZNF776,NM_173632,Body
cg01099045,chr14,104642491,+,I,chr14:104643173-104644203,N_Shore,KIF26A,NM_015656,Body
cg01099470,chr2,131103656,+,I,chr2:131099469-131100863,S_Shelf,IMP4,NM_033416,Body
cg01108614,chr6,32166763,-,I,chr6:32163292-32164383,S_Shelf,NOTCH4,NM_004557,Body
cg01109508,chr10,135187068,+,I,chr10:135186693-135187181,Island,ECHS1,NM_004092,TSS200
cg01136750,chr10,26986380,+,I,chr10:26986142-26987088,Island,PDSS1,NM_014317,TSS1500
cg01137537,chr1,162039502,+,I,chr1:162039450-162040052,Island,NOS1AP;NOS1AP,NM_014697;NM_001164757,TSS200;TSS200
cg01144921,chr16,2563560,+,I,chr16:2563430-2564903,Island,ATP6V0C,NM_001694,TSS1500
cg01154573,chr7,140178539,-,I,chr7:140178289-140179467,Island,MKRN1;MKRN1,NM_001145125;NM_013446,Body;Body
cg01157169,chr6,170190123,-,I,chr6:170190111-170190712,Island,C6orf122;C6orf208,NR_026781;NR_026780,Body;TSS200
cg01168201,chr17,1958412,-,I,chr17:1952919-1962328,Island,HIC1;HIC1;HIC1,NM_001098202;NM_006497;NM_006497,TSS1500;1stExon;5'UTR
cg01169073,chr12,112280321,-,I,chr12:112279692-112280714,Island,C12orf47;MAPKAPK5;MAPKAPK5;MAPKAPK5;MAPKAPK5,NR_015404;NM_139078;NM_003668;NM_003668;NM_139078,Body;1stExon;1stExon;5'UTR;5'UTR
cg01178659,chr17,43568343,-,I,chr17:43567613-43568371,Island,PLEKHM1;PLEKHM1;PLEKHM1,NR_027774;NR_027782;NM_014798,TSS200;TSS200;TSS200
cg01179268,chr10,99696049,+,I,,OpenSea,CRTAC1,NM_018058,Body
cg01197091,chr10,12171445,+,I,chr10:12171225-12172038,Island,SEC61A2;SEC61A2;SEC61A2;SEC61A2;SEC61A2,NM_001142627;NM_001142628;NR_024576;NR_024577;NM_018144,TSS200;TSS200;TSS200;TSS200;TSS200
cg01211091,chr8,87354809,-,I,chr8:87354544-87355446,Island,WWP1,NM_007013,TSS200
cg01215356,chr14,67982170,+,I,chr14:67981514-67982380,Island,TMEM229B,NM_182526,TSS200
cg01217180,chr20,25176214,+,I,chr20:25176027-25176620,Island,ENTPD6;ENTPD6,NM_001114089;NM_001247,TSS200;TSS200
cg01221484,chr19,58920079,-,I,chr19:58919548-58920529,Island,ZNF584;ZNF584,NM_173548;NM_173548,1stExon;5'UTR
cg01225086,chr12,121175417,-,I,chr12:121177115-121177341,N_Shore,ACADS,NM_000017,Body
cg01226315,chr12,120807309,+,I,chr12:120806251-120807026,S_Shore,MSI1,NM_002442,TSS1500
cg01241758,chr2,157292861,+,I,chr2:157292102-157292646,S_Shore,GPD2;GPD2,NM_001083112;NM_000408,5'UTR;TSS200
cg01244034,chr16,25078253,-,I,chr16:25078047-25078532,Island,,,
cg01251444,chr7,99933543,+,I,chr7:99933238-99934087,Island,PILRB;PMS2L1;PILRB,NM_013440;NR_003613;NM_175047,TSS200;Body;TSS200
cg01252224,chr16,83841660,-,I,chr16:83841412-83841988,Island,HSBP1;HSBP1,NM_001537;NM_001537,1stExon;5'UTR
cg01263292,chr12,66583029,-,I,chr12:66582695-66583345,Island,IRAK3;IRAK3;IRAK3;IRAK3,NM_001142523;NM_007199;NM_007199;NM_001142523,1stExon;1stExon;5'UTR;5'UTR
cg01267941,chr12,57623452,+,I,chr12:57623420-57623903,Island,SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2,NR_029416;NR_029415;NM_001166356;NM_001166356;NM_001166358;NM_001166357;NM_001166359;NM_005412;NM_005412;NR_029417,TSS1500;TSS1500;1stExon;5'UTR;TSS1500;TSS1500;TSS1500;1stExon;5'UTR;Body
cg01270451,chr12,122985348,-,I,chr12:122984995-122985644,Island,ZCCHC8,NM_017612,1stExon
cg01276616,chr2,42396713,-,I,chr2:42396301-42396933,Island,EML4;EML4;EML4;EML4,NM_019063;NM_001145076;NM_019063;NM_001145076,5'UTR;1stExon;1stExon;5'UTR
cg01287600,chr2,62115937,-,I,chr2:62115445-62115990,Island,CCT4,NM_006430,TSS200
cg01288977,chr18,29672555,+,I,chr18:29671757-29673314,Island,RNF138;RNF138,NM_016271;NM_198128,5'UTR;TSS200
cg01290644,chr16,12662659,+,I,chr16:12662362-12662677,Island,SNX29,NM_001080530,3'UTR
cg01294263,chr3,111578447,-,I,chr3:111578237-111578739,Island,PHLDB2;PHLDB2;PHLDB2;PHLDB2,NM_145753;NM_001134439;NM_001134437;NM_001134438,5'UTR;TSS200;Body;5'UTR
cg01295842,chr19,16683254,+,I,chr19:16682657-16683792,Island,SLC35E1,NM_024881,TSS200
cg01300410,chr10,95653653,-,I,chr10:95653641-95654181,Island,TMEM20;TMEM20,NM_153226;NM_001134658,TSS200;TSS200
cg01302902,chr12,107349539,-,I,chr12:107349152-107350089,Island,C12orf23,NM_152261,TSS200
cg01305596,chr16,16228299,+,I,,OpenSea,ABCC1;ABCC1;ABCC1;ABCC1;ABCC1,NM_019862;NM_019898;NM_019899;NM_004996;NM_019900,Body;Body;Body;Body;Body
cg01336855,chr3,64673923,+,I,chr3:64671087-64673957,Island,ADAMTS9,NM_182920,TSS1500
cg01352882,chr16,730130,-,I,chr16:729438-735815,Island,STUB1;STUB1,NM_005861;NM_005861,1stExon;5'UTR
cg01353515,chr16,12136797,+,I,chr16:12136720-12136952,Island,RUNDC2A,NM_032167,Body
cg01354921,chr12,50222242,-,I,chr12:50221558-50222609,Island,LOC100286844;NCKAP5L;LOC100286844;LOC100286844,NR_027500;NM_001037806;NR_027501;NR_027499,TSS200;TSS200;TSS200;TSS200
cg01367666,chr16,2052269,-,I,chr16:2052209-2052718,Island,ZNF598,NM_178167,Body
cg01368133,chr4,89513561,+,I,chr4:89513028-89514481,Island,HERC3,NM_014606,TSS200
cg01368872,chr15,91498139,-,I,chr15:91497994-91498615,Island,RCCD1;RCCD1;RCCD1;RCCD1,NM_033544;NM_001017919;NM_033544;NM_001017919,1stExon;1stExon;5'UTR;5'UTR
cg01370129,chr11,61735138,-,I,chr11:61734760-61735932,Island,FTH1,NM_002032,TSS200
cg01373721,chr10,51623735,+,I,chr10:51623044-51623943,Island,TIMM23,NM_006327,TSS1500
cg01381679,chr16,70834771,-,I,chr16:70834689-70835298,Island,VAC14,NM_018052,1stExon
cg01385168,chr15,76196799,+,I,chr15:76196103-76196950,Island,FBXO22;FBXO22,NM_012170;NM_147188,Body;Body
cg01402832,chr6,31747269,-,I,,OpenSea,VARS,NM_006295,Body
cg01408251,chr8,22526315,+,I,chr8:22526298-22526757,Island,BIN3,NM_018688,Body
cg01414289,chr12,94541990,+,I,chr12:94541727-94544000,Island,PLXNC1,NM_005761,TSS1500
cg01415275,chr7,75624096,-,I,chr7:75623357-75624164,Island,TMEM120A,NM_031925,TSS200
cg01416906,chr16,2284264,-,I,chr16:2284116-2284346,Island,E4F1,NM_004424,Body
cg01419757,chr11,101918171,+,I,chr11:101918073-101918493,Island,C11orf70,NM_032930,TSS200
cg01421405,chr11,65601427,+,I,chr11:65601069-65601551,Island,SNX32;SNX32,NM_152760;NM_152760,5'UTR;1stExon
cg01423147,chr1,89458345,-,I,chr1:89458034-89458604,Island,RBMXL1;CCBL2;CCBL2;RBMXL1;RBMXL1;CCBL2;RBMXL1;CCBL2,NM_001162536;NM_001008662;NM_001008662;NM_001162536;NM_019610;NM_001008661;NM_019610;NM_001008661,1stExon;1stExon;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon
cg01439340,chr17,79369256,-,I,chr17:79366806-79374742,Island,,,
cg01441593,chr17,79818808,-,I,chr17:79818230-79819299,Island,P4HB,NM_000918,TSS1500
cg01442844,chr3,24563497,-,I,chr3:24562863-24563576,Island,,,
cg01460805,chr8,22549804,+,I,chr8:22547486-22553427,Island,EGR3,NM_004430,Body
cg01468171,chr16,48278340,+,I,chr16:48278058-48278655,Island,LONP2,NM_031490,1stExon
cg01473128,chr6,31828335,+,I,chr6:31830299-31830948,N_Shore,NEU1,NM_000434,Body
cg01474481,chr12,121838152,-,I,chr12:121837380-121838396,Island,RNF34;RNF34,NM_194271;NM_025126,5'UTR;Body
cg01494303,chr16,3508002,-,I,chr16:3507545-3508606,Island,NAT15;NAT15;NAT15;NAT15;NAT15,NM_001083601;NM_001083600;NM_001083600;NM_024845;NM_024845,5'UTR;5'UTR;1stExon;1stExon;5'UTR
cg01498231,chr10,73847259,+,I,chr10:73846806-73848233,Island,SPOCK2;SPOCK2,NM_001134434;NM_014767,Body;Body
cg01505176,chr6,31763310,-,I,chr6:31763240-31763905,Island,VARS,NM_006295,5'UTR
cg01505590,chr11,2950632,-,I,chr11:2949788-2951756,Island,PHLDA2;PHLDA2,NM_003311;NM_003311,5'UTR;1stExon
cg01508159,chr19,39421576,+,I,chr19:39421063-39421615,Island,SARS2;MRPS12;SARS2;MRPS12;MRPS12;MRPS12,NM_017827;NM_033363;NM_001145901;NM_033362;NM_021107;NM_033362,TSS200;TSS200;TSS200;1stExon;TSS200;5'UTR
cg01519158,chr19,40476650,+,I,chr19:40476511-40476928,Island,PSMC4;PSMC4,NM_006503;NM_153001,TSS1500;TSS1500
cg01526870,chr12,12510070,-,I,chr12:12509911-12510428,Island,LOH12CR1;LOH12CR1;LOH12CR2,NM_058169;NM_058169;NR_024061,5'UTR;1stExon;TSS200
cg01559617,chr1,107684059,+,I,chr1:107682889-107684463,Island,NTNG1;NTNG1;NTNG1,NM_014917;NM_001113226;NM_001113228,5'UTR;5'UTR;5'UTR
cg01563031,chr11,20691429,-,I,chr11:20690579-20691845,Island,NELL1;NELL1,NM_006157;NM_201551,Body;Body
cg01566544,chr8,144399214,+,I,chr8:144399189-144399391,Island,TOP1MT,NM_052963,Body
cg01574414,chr16,67694272,+,I,chr16:67693451-67695560,Island,PARD6A;ACD;PARD6A;ACD;ACD,NM_001037281;NM_001082486;NM_016948;NM_022914;NM_001082487,TSS1500;1stExon;TSS1500;1stExon;1stExon
cg01577865,chr5,176854009,+,I,chr5:176852953-176854125,Island,GRK6;GRK6;GRK6,NM_001004106;NM_002082;NM_001004105,Body;Body;Body
cg01578996,chr19,57752011,-,I,chr19:57751888-57752286,Island,ZNF805;ZNF805,NM_001023563;NM_001145078,TSS200;TSS200
cg01579206,chr5,148931078,+,I,chr5:148930249-148931244,Island,CSNK1A1;CSNK1A1,NM_001025105;NM_001892,TSS200;TSS200
cg01583034,chr12,104850716,+,I,chr12:104850253-104852395,Island,CHST11,NM_018413,TSS200
cg01585322,chr12,70637221,+,I,chr12:70636617-70637749,Island,CNOT2;CNOT2,NM_014515;NM_014515,1stExon;5'UTR
cg01606538,chr20,3214849,-,I,chr20:3214696-3214927,Island,SLC4A11,NM_032034,Body
cg01616732,chr20,60795457,+,I,chr20:60794179-60796121,Island,HRH3,NM_007232,TSS200
cg01619129,chr8,10697017,+,I,chr8:10697016-10697634,Island,PINX1,NM_017884,Body
cg01620991,chr7,66767710,-,I,chr7:66767145-66768031,Island,STAG3L4;STAG3L4;PMS2L4,NM_022906;NM_022906;NR_022007,5'UTR;1stExon;TSS1500
cg01621420,chr11,74660152,+,I,chr11:74659931-74660373,Island,XRRA1;XRRA1;SPCS2,NM_182969;NM_182969;NM_014752,1stExon;5'UTR;TSS200
cg01643284,chr12,105629755,-,I,chr12:105629690-105630099,Island,APPL2,NM_018171,1stExon
cg01652953,chr14,36295868,-,I,chr14:36295427-36296030,Island,BRMS1L,NM_032352,Body
cg01658602,chr20,2489878,-,I,chr20:2489796-2489998,Island,ZNF343,NM_024325,TSS200
cg01659099,chr15,40698044,-,I,chr15:40697781-40698368,Island,IVD;IVD,NM_002225;NM_001159508,1stExon;1stExon
cg01667646,chr15,84116018,+,I,chr15:84115762-84116921,Island,SH3GL3;SH3GL3,NR_026799;NM_003027,TSS200;TSS200
cg01677098,chr8,54935025,-,I,chr8:54934665-54935160,Island,TCEA1;TCEA1,NM_006756;NM_201437,TSS200;TSS200
cg01682615,chr4,2845235,-,I,chr4:2845031-2846258,Island,ADD1;ADD1;ADD1;ADD1,NM_014190;NM_001119;NM_014189;NM_176801,TSS1500;TSS1500;TSS1500;TSS1500
cg01687051,chr16,278852,-,II,chr16:278838-279495,Island,LUC7L;LUC7L,NM_018032;NM_201412,Body;Body
cg01687453,chr17,37026128,-,I,chr17:37025737-37027104,Island,LASP1;LASP1,NM_006148;NM_006148,1stExon;5'UTR
cg01690735,chr5,175843712,+,I,chr5:175843118-175843844,Island,CLTB;CLTB,NM_007097;NM_001834,TSS200;TSS200
cg01702820,chr3,47205627,+,I,chr3:47204789-47206336,Island,SETD2,NM_014159,TSS200
cg01706556,chr11,46638814,+,I,chr11:46638637-46639486,Island,KIAA0652;KIAA0652;KIAA0652;KIAA0652;HARBI1;KIAA0652,NR_024587;NM_001142673;NR_024589;NM_014741;NM_173811;NR_024588,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg01714160,chr11,617467,+,I,chr11:617226-617797,Island,IRF7;MUPCDH;IRF7;MUPCDH,NM_001572;NM_021924;NM_004029;NM_031264,TSS1500;Body;TSS1500;Body
cg01717331,chr1,43855507,-,I,chr1:43855375-43855921,Island,MED8;MED8;C1orf84,NM_052877;NM_201542;NM_001012961,TSS200;TSS200;TSS200
cg01724067,chr14,81687483,+,I,chr14:81686385-81687885,Island,GTF2A1;GTF2A1,NM_015859;NM_201595,TSS200;5'UTR
cg01730684,chr13,114145160,+,I,chr13:114144455-114145625,Island,DCUN1D2;TMCO3,NM_001014283;NM_017905,TSS200;TSS200
cg01734140,chr16,3019777,+,I,chr16:3016646-3020326,Island,PAQR4,NM_152341,1stExon
cg01735420,chr11,122527139,-,I,chr11:122526278-122527479,Island,UBASH3B,NM_032873,Body
cg01770990,chr2,27594035,-,II,chr2:27592845-27594099,Island,SNX17;EIF2B4;EIF2B4;EIF2B4,NM_014748;NM_172195;NM_015636;NM_001034116,Body;TSS1500;TSS1500;TSS1500
cg01776495,chr12,6858115,+,I,chr12:6857973-6858257,Island,MLF2;MLF2,NR_026581;NM_005439,Body;Body
cg01778981,chr7,100303729,-,I,chr7:100303014-100304079,Island,POP7;POP7,NM_005837;NM_005837,5'UTR;1stExon
cg01780466,chr1,145477253,+,I,chr1:145477022-145477479,Island,LIX1L,NM_153713,1stExon
cg01800442,chr17,74086473,+,I,,OpenSea,EXOC7;EXOC7;EXOC7;EXOC7;EXOC7;EXOC7,NM_001145298;NM_001145297;NM_015219;NR_028133;NM_001145299;NM_001013839,Body;Body;Body;Body;Body;Body
cg01801750,chr12,72148484,+,I,chr12:72148477-72149340,Island,RAB21,NM_014999,TSS200
cg01803125,chr7,75157456,-,I,chr7:75156588-75157524,Island,PMS2L3,NR_028059,TSS200
cg01810502,chr4,6911012,-,I,chr4:6910935-6912310,Island,TBC1D14;TBC1D14,NM_020773;NM_001113361,TSS1500;TSS200
cg01813026,chr11,809279,+,I,chr11:809202-810509,Island,RPLP2,NM_001004,TSS1500
cg01814098,chr5,125930667,+,I,chr5:125930601-125931049,Island,ALDH7A1,NM_001182,Body
cg01818648,chr8,30515364,-,I,chr8:30515170-30516024,Island,GTF2E2,NM_002095,5'UTR
cg01820262,chr20,36322484,-,I,chr20:36322168-36322586,Island,CTNNBL1;CTNNBL1,NM_030877;NM_030877,1stExon;5'UTR
cg01821126,chr16,70100199,-,I,chr16:70099274-70100227,Island,PDXDC2,NR_003610,TSS1500
cg01838380,chr5,141488444,+,I,chr5:141488316-141488919,Island,NDFIP1;NDFIP1,NM_030571;NM_030571,5'UTR;1stExon
cg01843524,chr15,80216276,-,I,chr15:80215358-80216500,Island,C15orf37;ST20,NR_028330;NM_001100880,Body;TSS200
cg01845244,chr6,7911240,+,I,chr6:7910087-7911418,Island,TXNDC5;TXNDC5,NM_030810;NM_001145549,TSS200;TSS1500
cg01859739,chr19,58739986,+,I,chr19:58739943-58740554,Island,ZNF544,NM_014480,TSS200
cg01860947,chr19,15442741,-,I,chr19:15442261-15443077,Island,,,
cg01861031,chr19,17326121,-,I,chr19:17326114-17326551,Island,USE1,NM_018467,TSS200
cg01868213,chr16,28857907,-,I,chr16:28857204-28858139,Island,TUFM,NM_003321,TSS200
cg01891002,chr16,30582820,+,I,chr16:30582736-30583833,Island,ZNF688;ZNF688,NM_001024683;NM_145271,Body;1stExon
cg01904774,chr5,159546218,+,I,chr5:159545606-159546534,Island,PWWP2A;PWWP2A,NM_001130864;NM_052927,1stExon;1stExon
cg01905313,chr11,2951613,-,I,chr11:2949788-2951756,Island,PHLDA2,NM_003311,TSS1500
cg01906442,chr15,69706823,-,I,chr15:69706516-69707352,Island,KIF23;KIF23,NM_004856;NM_138555,Body;Body
cg01919060,chr13,21872515,-,I,chr13:21872179-21872665,Island,,,
cg01932091,chr1,29213675,-,I,chr1:29213438-29214300,Island,EPB41;EPB41;EPB41;EPB41;EPB41;EPB41;EPB41;EPB41;EPB41;EPB41,NM_203343;NM_001166007;NM_001166005;NM_004437;NM_203343;NM_203342;NM_004437;NM_001166007;NM_203342;NM_001166005,1stExon;5'UTR;5'UTR;1stExon;5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon
cg01939117,chr16,67876973,+,I,chr16:67875717-67876740,S_Shore,CENPT;THAP11,NM_025082;NM_020457,5'UTR;1stExon
cg01941047,chr5,65440763,-,I,chr5:65439836-65440764,Island,SFRS12;SFRS12;SFRS12,NM_139168;NM_001077199;NM_139168,5'UTR;Body;1stExon
cg01944087,chr15,69110737,-,I,chr15:69109708-69114001,Island,ANP32A,NM_006305,Body
cg01947036,chr16,2802311,+,I,chr16:2801913-2803409,Island,SRRM2;LOC100128788,NM_016333;NR_027275,TSS200;Body
cg01952144,chr5,96143244,-,I,chr5:96143102-96143885,Island,ERAP1;ERAP1,NM_001040458;NM_016442,5'UTR;5'UTR
cg01953134,chr6,90348409,-,I,chr6:90348167-90348564,Island,LYRM2;LYRM2;LYRM2;LYRM2,NR_028493;NM_020466;NR_028495;NR_028494,TSS200;1stExon;TSS200;TSS200
cg01959995,chr13,110790566,-,I,chr13:110790528-110791006,Island,,,
cg01964685,chr16,30886340,-,I,chr16:30886129-30886838,Island,,,
cg01972961,chr12,108956289,-,I,chr12:108956188-108956759,Island,SART3;ISCU;ISCU,NM_014706;NM_213595;NM_014301,TSS1500;TSS200;TSS200
cg01975461,chr6,31940276,-,I,chr6:31939730-31940559,Island,STK19;STK19;DOM3Z;STK19,NM_004197;NM_032454;NM_005510;NR_026717,Body;Body;TSS1500;Body
cg01980456,chr17,18266204,-,I,chr17:18266422-18267007,N_Shore,SHMT1;SHMT1,NM_004169;NM_148918,5'UTR;5'UTR
cg01986757,chr17,61895456,-,I,,OpenSea,DDX42;DDX42,NM_203499;NM_007372,Body;Body
cg02010868,chr19,4067159,+,I,chr19:4064086-4067980,Island,ZBTB7A,NM_015898,TSS1500
cg02026896,chr6,158589113,+,I,chr6:158588887-158589449,Island,GTF2H5;SERAC1,NM_207118;NM_032861,TSS1500;5'UTR
cg02062348,chr12,124196676,-,I,chr12:124196646-124197507,Island,ATP6V0A2,NM_012463,TSS200
cg02065141,chr10,135101714,+,I,chr10:135101665-135101984,Island,TUBGCP2,NM_006659,Body
cg02078870,chr10,94833108,-,I,chr10:94833272-94835256,N_Shore,CYP26A1;CYP26A1,NM_000783;NM_057157,TSS1500;TSS200
cg02081120,chr3,138048728,+,I,chr3:138048193-138048778,Island,TXNDC6,NM_178130,TSS200
cg02086523,chr5,107717630,-,I,chr5:107716309-107718301,Island,FBXL17;FBXL17,NM_001163315;NM_001163315,1stExon;5'UTR
cg02097588,chr2,10830232,-,I,chr2:10829724-10830241,Island,NOL10,NM_024894,TSS200
cg02107269,chr1,27248138,-,I,chr1:27248048-27248619,Island,NUDC,NM_006600,TSS200
cg02128139,chr6,33422476,-,I,chr6:33422046-33422530,Island,ZBTB9;ZBTB9,NM_152735;NM_152735,5'UTR;1stExon
cg02139088,chr3,197025398,-,I,chr3:197024427-197025506,Island,DLG1;DLG1;DLG1;DLG1,NM_001098424;NM_004087;NM_004087;NM_001098424,5'UTR;1stExon;5'UTR;1stExon
cg02147028,chr17,41856253,-,I,chr17:41855634-41856346,Island,DUSP3,NM_004090,1stExon
cg02150369,chr5,52775702,-,I,chr5:52775533-52776645,Island,FST;FST,NM_006350;NM_013409,TSS1500;TSS1500
cg02196694,chr8,60031540,-,I,chr8:60030134-60032356,Island,TOX,NM_014729,1stExon
cg02196912,chr14,24868470,-,I,chr14:24868163-24868590,Island,NYNRIN,NM_025081,Body
cg02200491,chr10,70587150,-,I,chr10:70586917-70588209,Island,STOX1;STOX1;STOX1;STOX1;STOX1,NM_001130161;NM_152709;NM_001130159;NM_001130160;NM_001130162,TSS200;TSS200;TSS200;TSS200;TSS1500
cg02203311,chr14,24768711,-,I,chr14:24768620-24769364,Island,DHRS1;C14orf21;DHRS1,NM_001136050;NM_174913;NM_138452,5'UTR;TSS1500;TSS200
cg02226688,chr4,83351676,-,I,chr4:83350053-83352459,Island,ENOPH1;HNRPDL;HNRPDL,NM_021204;NR_003249;NM_031372,TSS200;TSS1500;TSS1500
cg02228329,chr11,64053129,+,I,chr11:64052607-64053652,Island,BAD;GPR137;GPR137;BAD;GPR137;GPR137,NM_032989;NM_020155;NM_001170726;NM_004322;NM_001170880;NM_001170881,TSS1500;TSS1500;Body;TSS1500;TSS1500;5'UTR
cg02231295,chr11,67159389,-,I,chr11:67159170-67159971,Island,RAD9A,NM_004584,TSS200
cg02235741,chr13,99853132,+,I,chr13:99852386-99853552,Island,UBAC2;UBAC2;UBAC2;UBAC2,NM_001144072;NR_026644;NM_177967;NM_001144072,5'UTR;TSS200;TSS200;1stExon
cg02237319,chr1,54204501,+,I,chr1:54203402-54205310,Island,,,
cg02250241,chr15,75648987,-,I,chr15:75648404-75648709,S_Shore,MAN2C1,NM_006715,Body
cg02264195,chr16,3724381,-,I,chr16:3724344-3724849,Island,TRAP1,NM_016292,Body
cg02277511,chr5,174905420,-,I,chr5:174905342-174906065,Island,SFXN1,NM_022754,TSS200
cg02279670,chr13,79177195,+,I,chr13:79175610-79177985,Island,POU4F1,NM_006237,Body
cg02280907,chr6,150326453,+,I,chr6:150326011-150326802,Island,RAET1K,NR_024045,TSS200
cg02281446,chr1,228462007,-,I,chr1:228461885-228462139,Island,OBSCN;OBSCN,NM_052843;NM_001098623,Body;Body
cg02290823,chr19,10947236,-,I,chr19:10946516-10947416,Island,TMED1,NM_006858,TSS1500
cg02300764,chr19,34012536,+,I,chr19:34012271-34012936,Island,PEPD;PEPD;PEPD,NM_000285;NM_001166056;NM_001166057,Body;Body;Body
cg02304656,chr12,6603152,-,I,chr12:6602919-6603306,Island,NCAPD2;MRPL51,NM_014865;NM_016497,TSS200;TSS1500
cg02307165,chr19,13273910,+,I,chr19:13273652-13274116,Island,,,
cg02318516,chr18,72265009,-,II,chr18:72264517-72265964,Island,LOC400657,NR_024484,Body
cg02323652,chr16,14396148,+,I,chr16:14395604-14397075,Island,,,
cg02336461,chr17,57697246,-,I,chr17:57696654-57697280,Island,CLTC;CLTC,NM_004859;NM_004859,1stExon;5'UTR
cg02352687,chr5,172199101,-,II,chr5:172197482-172199606,Island,DUSP1,NM_004417,TSS1500
cg02352723,chr19,58666456,-,I,chr19:58666023-58666833,Island,,,
