"tissue","cgid","median","mean","var","sd","chr","pos","strand","Type","Islands_Name","Relation_to_Island","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group"
"adipose","cg00460916",0.719,0.731,0.008,0.092,"chr17",3698239,"+","I","","OpenSea","ITGAE","NM_002208","Body"
"adipose","cg02022491",0.783,0.78,0.01,0.098,"chr17",2323612,"+","I","","OpenSea","METT10D","NM_024086","Body"
"adipose","cg02104967",0.871,0.843,0.012,0.11,"chr17",1386368,"-","I","chr17:1388686-1389730","N_Shelf","MYO1C;MYO1C;MYO1C","NM_001080779;NM_033375;NM_001080950","Body;Body;Body"
"adipose","cg02459416",0.545,0.542,0.012,0.108,"chr17",7758256,"-","I","chr17:7758607-7758980","N_Shore","TMEM88","NM_203411","TSS200"
"adipose","cg03181117",0.695,0.712,0.008,0.088,"chr17",1543188,"+","I","chr17:1546742-1547324","N_Shelf","SCARF1;SCARF1;SCARF1;SCARF1;SCARF1","NM_145352;NR_028075;NM_003693;NR_028076;NM_145350","Body;Body;Body;Body;Body"
"adipose","cg04478251",0.524,0.534,0.043,0.208,"chr17",998432,"+","I","","OpenSea","ABR;ABR;ABR","NM_021962;NM_001092;NM_001159746","Body;Body;Body"
"adipose","cg06097704",0.505,0.508,0.014,0.118,"chr17",820939,"+","I","","OpenSea","NXN","NM_022463","Body"
"adipose","cg06651376",0.686,0.694,0.012,0.109,"chr17",1690794,"-","I","","OpenSea","SMYD4","NM_052928","Body"
"adipose","cg08939850",0.353,0.353,0.007,0.082,"chr17",78800806,"-","I","chr17:78798780-78799160","S_Shore","RPTOR;RPTOR","NM_001163034;NM_020761","Body;Body"
"adipose","cg09404733",0.707,0.715,0.009,0.094,"chr17",8511432,"+","I","","OpenSea","MYH10","NM_005964","Body"
"adipose","cg09418922",0.803,0.788,0.01,0.098,"chr17",933047,"+","I","chr17:933026-933236","Island","ABR;ABR;ABR","NM_021962;NM_001092;NM_001159746","Body;Body;Body"
"adipose","cg15255390",0.529,0.537,0.01,0.098,"chr17",46632154,"-","I","chr17:46631800-46632212","Island","HOXB3","NM_002146","5'UTR"
"adipose","cg18045515",0.245,0.25,0.007,0.081,"chr17",77751069,"+","I","chr17:77751378-77751673","N_Shore","CBX2;CBX2","NM_005189;NM_032647","TSS1500;TSS1500"
"adipose","cg19277182",0.723,0.723,0.009,0.096,"chr17",80560098,"-","I","chr17:80559025-80559450","S_Shore","FOXK2","NM_004514","3'UTR"
"adipose","cg19370934",0.726,0.735,0.01,0.099,"chr17",80889350,"-","I","chr17:80889046-80889404","Island","TBCD","NM_005993","Body"
"adipose","cg20122488",0.739,0.727,0.007,0.086,"chr17",17396436,"-","I","chr17:17398248-17400346","N_Shore","MED9","NM_018019","3'UTR"
"adipose","cg21476673",0.348,0.343,0.009,0.097,"chr17",46691543,"+","I","chr17:46691520-46692097","Island","HOXB8","NM_024016","Body"
"adipose","cg26927232",0.7,0.699,0.012,0.108,"chr17",2135631,"-","I","","OpenSea","SMG6;SMG6","NM_017575;NM_001170957","Body;Body"
"adipose","cg13313047",0.516,0.525,0.011,0.103,"chr18",20735648,"+","I","","OpenSea","CABLES1;CABLES1;CABLES1","NM_001100619;NR_023359;NM_138375","Body;Body;TSS200"
"adipose","cg16300329",0.656,0.666,0.013,0.115,"chr18",9535889,"+","I","","OpenSea","RALBP1","NM_006788","Body"
"adipose","cg21655444",0.477,0.478,0.009,0.095,"chr18",74770402,"+","I","chr18:74770351-74770590","Island","MBP;MBP","NM_001025100;NM_001025101","Body;Body"
"adipose","cg01025800",0.883,0.858,0.011,0.103,"chr19",807340,"-","I","chr19:807131-807445","Island","PTBP1;PTBP1;PTBP1;PTBP1","NM_031990;NM_175847;NM_031991;NM_002819","Body;Body;Body;Body"
"adipose","cg02716776",0.403,0.403,0.02,0.141,"chr19",3178413,"-","I","chr19:3178741-3179986","N_Shore","S1PR4","NM_003775","TSS1500"
"adipose","cg02812809",0.722,0.736,0.008,0.088,"chr19",39361447,"-","I","chr19:39359916-39361160","S_Shore","RINL","NM_198445","Body"
"adipose","cg03532013",0.597,0.61,0.009,0.095,"chr19",42592983,"-","I","","OpenSea","POU2F2","NM_002698","3'UTR"
"adipose","cg03745160",0.56,0.572,0.011,0.104,"chr19",17393902,"+","I","chr19:17392383-17393775","S_Shore","ANKLE1","NM_152363","Body"
"adipose","cg06678890",0.671,0.676,0.011,0.105,"chr19",2222224,"+","I","chr19:2226193-2228342","N_Shelf","DOT1L","NM_032482","Body"
"adipose","cg11710211",0.668,0.683,0.008,0.091,"chr19",56609064,"-","I","chr19:56608791-56609103","Island","ZNF787","NM_001002836","Body"
"adipose","cg12092090",0.101,0.121,0.008,0.088,"chr19",13617584,"-","I","chr19:13616752-13617267","S_Shore","CACNA1A;CACNA1A","NM_001127221;NM_001127222","TSS1500;TSS1500"
"adipose","cg12257170",0.7,0.712,0.01,0.099,"chr19",2222026,"+","I","chr19:2217742-2218096","S_Shelf","DOT1L","NM_032482","Body"
"adipose","cg15779837",0.21,0.218,0.008,0.088,"chr19",48918116,"+","I","chr19:48918115-48918340","Island","GRIN2D","NM_000836","Body"
"adipose","cg18632100",0.642,0.678,0.008,0.091,"chr19",59028615,"-","I","chr19:59028352-59028939","Island","ZBTB45","NM_032792","Body"
"adipose","cg20091384",0.368,0.368,0.008,0.091,"chr19",2700927,"-","I","chr19:2702532-2702987","N_Shore","GNG7","NM_052847","5'UTR"
"adipose","cg20441502",0.363,0.368,0.009,0.093,"chr19",35633794,"-","I","chr19:35633847-35634629","N_Shore","FXYD7;FXYD1;FXYD1","NM_022006;NM_005031;NM_021902","TSS1500;3'UTR;3'UTR"
"adipose","cg22994041",0.1,0.128,0.007,0.082,"chr19",50871906,"+","I","","OpenSea","","",""
"adipose","cg23184638",0.693,0.695,0.008,0.089,"chr19",419123,"-","I","chr19:418898-419191","Island","SHC2","NM_012435","Body"
"adipose","cg24885246",0.614,0.622,0.013,0.113,"chr19",17618903,"+","I","chr19:17622317-17623316","N_Shelf","","",""
"adipose","cg26472036",0.591,0.594,0.009,0.096,"chr19",2276471,"-","I","chr19:2275711-2276372","S_Shore","C19orf35","NM_198532","Body"
"adipose","cg04696274",0.646,0.642,0.009,0.093,"chr20",43977531,"+","I","chr20:43976533-43977242","S_Shore","SDC4","NM_002999","TSS1500"
"adipose","cg08722200",0.854,0.844,0.008,0.089,"chr20",55960520,"-","I","chr20:55964272-55964656","N_Shelf","","",""
"adipose","cg26190686",0.644,0.656,0.009,0.095,"chr20",61697216,"-","I","chr20:61697208-61697410","Island","","",""
"adipose","cg13299324",0.733,0.73,0.008,0.087,"chr21",40145949,"-","I","","OpenSea","NCRNA00114","NR_027065","TSS1500"
"adipose","cg15348679",0.721,0.728,0.009,0.093,"chr21",45626491,"+","I","chr21:45622218-45622500","S_Shelf","","",""
"adipose","cg16400350",0.693,0.688,0.011,0.107,"chr21",46414569,"-","I","chr21:46410338-46410661","S_Shelf","","",""
"adipose","cg16411445",0.731,0.731,0.008,0.092,"chr21",40145923,"-","I","","OpenSea","NCRNA00114","NR_027065","TSS1500"
"adipose","cg26144458",0.333,0.335,0.007,0.085,"chr21",38070148,"-","I","chr21:38068193-38073891","Island","","",""
"adipose","cg02144924",0.819,0.823,0.006,0.081,"chr22",45244265,"+","I","","OpenSea","ARHGAP8;PRR5-ARHGAP8;ARHGAP8","NM_181335;NM_181334;NM_001017526","Body;Body;Body"
"adipose","cg07571637",0.904,0.881,0.007,0.081,"chr22",51143260,"-","I","chr22:51142802-51143308","Island","SHANK3","NM_001080420","Body"
"adipose","cg11522804",0.733,0.746,0.008,0.088,"chr22",19438246,"-","I","chr22:19434797-19435556","S_Shelf","UFD1L;UFD1L","NM_001035247;NM_005659","3'UTR;Body"
"adipose","cg19214594",0.151,0.165,0.007,0.084,"chr22",50629038,"+","I","chr22:50628949-50629249","Island","TRABD","NM_025204","5'UTR"
"adipose","cg24019054",0.183,0.198,0.008,0.091,"chr22",45072455,"-","I","","OpenSea","PRR5;PRR5;PRR5;PRR5","NM_001017529;NM_001017530;NM_001017528;NM_015366","5'UTR;TSS1500;5'UTR;TSS1500"
"adipose","cg00023702",0.824,0.822,0.008,0.087,"chr1",114496771,"+","II","","OpenSea","HIPK1;HIPK1;HIPK1;HIPK1","NM_198269;NM_198268;NM_152696;NM_181358","Body;Body;Body;5'UTR"
"adipose","cg00092644",0.855,0.832,0.008,0.091,"chr1",95360379,"+","II","","OpenSea","SLC44A3;SLC44A3","NM_001114106;NM_152369","Body;Body"
"adipose","cg00173804",0.737,0.725,0.008,0.087,"chr1",180113669,"-","II","","OpenSea","","",""
"adipose","cg00308936",0.78,0.785,0.009,0.094,"chr1",85883665,"-","II","","OpenSea","DDAH1;DDAH1","NM_012137;NM_001134445","Body;5'UTR"
"adipose","cg00778880",0.616,0.618,0.009,0.094,"chr1",217803552,"+","II","chr1:217804267-217804477","N_Shore","GPATCH2;SPATA17","NM_018040;NM_138796","Body;TSS1500"
"adipose","cg00805294",0.895,0.868,0.007,0.083,"chr1",119463672,"+","II","","OpenSea","TBX15","NM_152380","Body"
"adipose","cg00891184",0.677,0.677,0.008,0.091,"chr1",10272185,"-","II","chr1:10270015-10271306","S_Shore","KIF1B;KIF1B","NM_015074;NM_183416","5'UTR;5'UTR"
"adipose","cg00953069",0.878,0.849,0.01,0.101,"chr1",155991941,"-","II","chr1:155990389-155990780","S_Shore","SSR2","NM_003145","TSS1500"
"adipose","cg01083093",0.47,0.456,0.011,0.105,"chr1",112019557,"-","II","","OpenSea","C1orf162","NM_174896","Body"
"adipose","cg01134274",0.852,0.825,0.011,0.106,"chr1",155239493,"+","II","chr1:155239278-155239494","Island","CLK2","NM_003993","Body"
"adipose","cg01791338",0.763,0.743,0.008,0.092,"chr1",70606906,"+","II","","OpenSea","","",""
"adipose","cg01797434",0.875,0.849,0.009,0.093,"chr1",16968465,"+","II","chr1:16970855-16971492","N_Shelf","","",""
"adipose","cg01880648",0.741,0.758,0.01,0.1,"chr1",172627039,"-","II","","OpenSea","FASLG","NM_000639","TSS1500"
"adipose","cg02394247",0.777,0.759,0.008,0.092,"chr1",2836643,"+","II","","OpenSea","","",""
"adipose","cg02824873",0.706,0.695,0.009,0.097,"chr1",33720530,"-","II","chr1:33721448-33721703","N_Shore","","",""
"adipose","cg02993722",0.692,0.696,0.008,0.091,"chr1",6698457,"+","II","","OpenSea","DNAJC11","NM_018198","Body"
"adipose","cg03105091",0.656,0.672,0.011,0.107,"chr1",70667229,"-","II","chr1:70671183-70671442","N_Shelf","LRRC40","NM_017768","Body"
"adipose","cg03113045",0.733,0.724,0.009,0.097,"chr1",81872764,"+","II","","OpenSea","","",""
"adipose","cg03199014",0.851,0.824,0.008,0.092,"chr1",226922948,"+","II","chr1:226924560-226926553","N_Shore","ITPKB","NM_002221","Body"
"adipose","cg03212161",0.691,0.682,0.008,0.091,"chr1",158027914,"-","II","","OpenSea","KIRREL","NM_018240","Body"
"adipose","cg03327643",0.804,0.785,0.008,0.089,"chr1",245836835,"-","II","chr1:245836323-245836747","S_Shore","KIF26B","NM_018012","Body"
"adipose","cg03854346",0.79,0.762,0.013,0.115,"chr1",84842888,"+","II","","OpenSea","UOX","NR_003927","Body"
"adipose","cg03984537",0.933,0.91,0.006,0.08,"chr1",111063237,"-","II","","OpenSea","KCNA10","NM_005549","TSS1500"
"adipose","cg04128065",0.52,0.536,0.012,0.109,"chr1",229733305,"+","II","chr1:229730341-229730617","S_Shelf","TAF5L","NM_014409","Body"
"adipose","cg04239548",0.524,0.541,0.009,0.094,"chr1",92117004,"-","II","","OpenSea","","",""
"adipose","cg04574732",0.722,0.719,0.008,0.087,"chr1",179199939,"+","II","chr1:179198163-179199200","S_Shore","ABL2;ABL2;ABL2;ABL2;ABL2","NM_007314;NM_001168236;NM_001168238;NM_001168237;NM_001136001","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"adipose","cg04875041",0.512,0.518,0.009,0.094,"chr1",12514747,"-","II","","OpenSea","VPS13D;VPS13D","NM_015378;NM_018156","Body;Body"
"adipose","cg04898518",0.837,0.818,0.007,0.083,"chr1",16133715,"+","II","","OpenSea","UQCRHL;UQCRHL","NM_001089591;NM_001089591","3'UTR;1stExon"
"adipose","cg05035508",0.416,0.446,0.011,0.107,"chr1",3056640,"+","II","chr1:3056541-3056772","Island","PRDM16;PRDM16","NM_022114;NM_199454","Body;Body"
"adipose","cg05131292",0.832,0.803,0.01,0.098,"chr1",175937550,"+","II","","OpenSea","SCARNA3;RFWD2;RFWD2","NR_002998;NM_022457;NM_001001740","Body;Body;Body"
"adipose","cg05230511",0.769,0.771,0.007,0.085,"chr1",62596817,"-","II","","OpenSea","INADL","NM_176877","Body"
"adipose","cg05932375",0.854,0.833,0.007,0.083,"chr1",59253777,"-","II","chr1:59247461-59250940","S_Shelf","","",""
"adipose","cg05934125",0.892,0.861,0.009,0.093,"chr1",236193517,"+","II","","OpenSea","NID1","NM_002508","Body"
"adipose","cg05937445",0.382,0.411,0.012,0.109,"chr1",2135589,"+","II","chr1:2136808-2137351","N_Shore","C1orf86","NM_001146310","5'UTR"
"adipose","cg05952379",0.451,0.471,0.012,0.107,"chr1",3103048,"+","II","chr1:3102540-3103352","Island","PRDM16;PRDM16","NM_022114;NM_199454","Body;Body"
"adipose","cg06096015",0.688,0.693,0.008,0.087,"chr1",231504339,"+","II","","OpenSea","EGLN1","NM_022051","Body"
"adipose","cg06190082",0.826,0.801,0.007,0.086,"chr1",38255642,"+","II","chr1:38259095-38260427","N_Shelf","","",""
"adipose","cg06356308",0.852,0.833,0.007,0.085,"chr1",236293045,"+","II","","OpenSea","","",""
"adipose","cg06698332",0.452,0.462,0.008,0.088,"chr1",151967449,"-","II","chr1:151965657-151966387","S_Shore","S100A10","NM_002966","TSS1500"
"adipose","cg06850099",0.792,0.763,0.008,0.09,"chr1",183070351,"-","II","","OpenSea","LAMC1","NM_002293","Body"
"adipose","cg06872770",0.606,0.624,0.009,0.095,"chr1",3688128,"+","II","chr1:3688553-3689684","N_Shore","LOC388588;CCDC27","NM_001163724;NM_152492","TSS1500;3'UTR"
"adipose","cg06883279",0.727,0.718,0.008,0.091,"chr1",172801651,"+","II","","OpenSea","","",""
"adipose","cg06978270",0.834,0.811,0.007,0.081,"chr1",160031653,"-","II","","OpenSea","KCNJ10","NM_002241","5'UTR"
"adipose","cg07026666",0.486,0.491,0.008,0.09,"chr1",204050380,"-","II","","OpenSea","SOX13","NM_005686","5'UTR"
"adipose","cg07047808",0.772,0.772,0.009,0.094,"chr1",39173687,"-","II","chr1:39174379-39174940","N_Shore","","",""
"adipose","cg07315642",0.918,0.89,0.007,0.086,"chr1",9731272,"+","II","","OpenSea","PIK3CD","NM_005026","5'UTR"
"adipose","cg07359379",0.547,0.553,0.011,0.106,"chr1",27445362,"+","II","","OpenSea","SLC9A1","NM_003047","Body"
"adipose","cg07363182",0.868,0.837,0.008,0.091,"chr1",94737054,"+","II","","OpenSea","","",""
"adipose","cg07384990",0.782,0.758,0.01,0.099,"chr1",149644934,"+","II","chr1:149646603-149646851","N_Shore","","",""
"adipose","cg07420465",0.804,0.816,0.009,0.096,"chr1",115277091,"-","II","","OpenSea","CSDE1;CSDE1;CSDE1","NM_001007553;NM_001130523;NM_007158","Body;Body;Body"
"adipose","cg07602030",0.794,0.8,0.011,0.106,"chr1",220737885,"+","II","","OpenSea","MARK1","NM_018650","Body"
"adipose","cg07817024",0.459,0.455,0.008,0.09,"chr1",119535500,"-","II","chr1:119535666-119535987","N_Shore","","",""
"adipose","cg07916058",0.694,0.727,0.008,0.092,"chr1",180644805,"+","II","","OpenSea","XPR1;XPR1","NM_004736;NM_001135669","Body;Body"
"adipose","cg08029299",0.607,0.608,0.01,0.101,"chr1",201531514,"-","II","","OpenSea","","",""
"adipose","cg08470408",0.757,0.764,0.012,0.111,"chr1",186447987,"+","II","","OpenSea","MIR548F1","NR_031642","TSS1500"
"adipose","cg08638929",0.478,0.475,0.009,0.096,"chr1",46640255,"+","II","","OpenSea","TSPAN1","NM_005727","TSS1500"
"adipose","cg08648138",0.602,0.613,0.009,0.095,"chr1",92247732,"-","II","","OpenSea","TGFBR3","NM_003243","Body"
"adipose","cg08655760",0.867,0.836,0.011,0.104,"chr1",116941251,"-","II","","OpenSea","C1orf203;ATP1A1;ATP1A1;ATP1A1","NR_027646;NM_001160233;NM_001160234;NM_000701","Body;Body;Body;Body"
"adipose","cg08707476",0.71,0.685,0.011,0.104,"chr1",109099375,"-","II","chr1:109102538-109103212","N_Shelf","","",""
"adipose","cg08730743",0.611,0.624,0.009,0.094,"chr1",2189027,"+","II","","OpenSea","SKI","NM_003036","Body"
"adipose","cg08734527",0.527,0.546,0.011,0.104,"chr1",18092835,"-","II","","OpenSea","ACTL8","NM_030812","5'UTR"
"adipose","cg08831369",0.789,0.785,0.009,0.096,"chr1",197511177,"-","II","","OpenSea","DENND1B","NM_001142795","Body"
"adipose","cg08891229",0.327,0.307,0.007,0.086,"chr1",78245618,"+","II","","OpenSea","FAM73A","NM_198549","Body"
"adipose","cg09064486",0.768,0.753,0.01,0.1,"chr1",13946454,"+","II","","OpenSea","","",""
"adipose","cg10144112",0.765,0.782,0.008,0.089,"chr1",91473095,"-","II","","OpenSea","ZNF644;ZNF644;ZNF644","NM_032186;NM_016620;NM_201269","5'UTR;5'UTR;5'UTR"
"adipose","cg10145246",0.342,0.347,0.008,0.088,"chr1",119527884,"+","II","chr1:119529819-119530712","N_Shore","TBX15","NM_152380","5'UTR"
"adipose","cg10426951",0.406,0.404,0.01,0.099,"chr1",54821910,"+","II","chr1:54821990-54822333","N_Shore","SSBP3;SSBP3;SSBP3","NM_001009955;NM_018070;NM_145716","Body;Body;Body"
"adipose","cg10503992",0.821,0.803,0.007,0.085,"chr1",33644276,"+","II","chr1:33646613-33647878","N_Shelf","TRIM62","NM_018207","Body"
"adipose","cg10704545",0.822,0.817,0.008,0.089,"chr1",193075590,"+","II","chr1:193074174-193074778","S_Shore","GLRX2;GLRX2","NM_016066;NM_197962","TSS1500;TSS1500"
"adipose","cg10877049",0.839,0.814,0.008,0.091,"chr1",230513522,"+","II","","OpenSea","PGBD5","NM_024554","TSS200"
"adipose","cg11416597",0.076,0.105,0.007,0.081,"chr1",33722623,"-","II","chr1:33721448-33721703","S_Shore","ZNF362","NM_152493","5'UTR"
"adipose","cg11669671",0.877,0.845,0.009,0.094,"chr1",117679612,"-","II","","OpenSea","","",""
"adipose","cg11691825",0.645,0.636,0.009,0.092,"chr1",178030256,"-","II","","OpenSea","","",""
"adipose","cg11735008",0.675,0.682,0.009,0.095,"chr1",42380309,"-","II","chr1:42383640-42384003","N_Shelf","HIVEP3;HIVEP3","NM_024503;NM_001127714","5'UTR;5'UTR"
"adipose","cg12220376",0.816,0.812,0.007,0.084,"chr1",165823772,"-","II","","OpenSea","UCK2","NM_012474","Body"
"adipose","cg12277870",0.604,0.605,0.009,0.093,"chr1",208137626,"+","II","chr1:208136666-208137183","S_Shore","","",""
"adipose","cg12551983",0.739,0.716,0.008,0.091,"chr1",3720588,"-","II","","OpenSea","","",""
"adipose","cg12581598",0.578,0.583,0.009,0.096,"chr1",202537837,"+","II","","OpenSea","PPP1R12B;PPP1R12B;PPP1R12B;PPP1R12B","NM_002481;NM_032104;NM_032105;NM_032103","Body;Body;Body;Body"
"adipose","cg12657739",0.786,0.79,0.009,0.094,"chr1",114517527,"+","II","","OpenSea","HIPK1;HIPK1;HIPK1","NM_198268;NM_181358;NM_198269","3'UTR;3'UTR;3'UTR"
"adipose","cg13080379",0.199,0.212,0.007,0.083,"chr1",119527156,"-","II","chr1:119526782-119527192","Island","TBX15","NM_152380","5'UTR"
"adipose","cg13215285",0.485,0.498,0.009,0.094,"chr1",22237254,"+","II","","OpenSea","HSPG2","NM_005529","Body"
"adipose","cg13303358",0.494,0.496,0.008,0.09,"chr1",245644687,"-","II","","OpenSea","KIF26B","NM_018012","Body"
"adipose","cg13376246",0.736,0.739,0.009,0.092,"chr1",216269240,"-","II","","OpenSea","USH2A","NM_206933","Body"
"adipose","cg13423554",0.424,0.416,0.01,0.102,"chr1",42317463,"+","II","","OpenSea","HIVEP3;HIVEP3","NM_024503;NM_001127714","5'UTR;5'UTR"
"adipose","cg13434669",0.895,0.87,0.006,0.08,"chr1",77013304,"-","II","","OpenSea","ST6GALNAC3;ST6GALNAC3","NM_152996;NM_001160011","Body;Body"
"adipose","cg13574099",0.54,0.545,0.011,0.103,"chr1",223897463,"+","II","chr1:223899990-223900823","N_Shelf","CAPN2","NM_001146068","Body"
"adipose","cg13787775",0.607,0.607,0.01,0.098,"chr1",204571258,"-","II","","OpenSea","","",""
"adipose","cg13938876",0.853,0.834,0.007,0.084,"chr1",244623953,"-","II","chr1:244624501-244624920","N_Shore","C1orf101;C1orf101","NM_001130957;NM_173807","TSS1500;TSS1500"
"adipose","cg14032261",0.536,0.541,0.014,0.118,"chr1",211909305,"+","II","","OpenSea","","",""
"adipose","cg14165772",0.492,0.521,0.016,0.127,"chr1",2847632,"-","II","chr1:2847056-2847288","S_Shore","","",""
"adipose","cg14174928",0.739,0.731,0.008,0.091,"chr1",245747991,"+","II","","OpenSea","KIF26B","NM_018012","Body"
"adipose","cg14835484",0.861,0.838,0.007,0.085,"chr1",154159226,"+","II","chr1:154155268-154155926","S_Shelf","TPM3","NM_152263","Body"
"adipose","cg15089826",0.499,0.518,0.013,0.113,"chr1",55794598,"-","II","","OpenSea","","",""
"adipose","cg15204595",0.789,0.768,0.009,0.097,"chr1",184003184,"+","II","chr1:184005359-184006766","N_Shelf","GLT25D2","NM_015101","Body"
"adipose","cg15392819",0.673,0.668,0.009,0.096,"chr1",180585679,"+","II","","OpenSea","","",""
"adipose","cg15472485",0.695,0.705,0.008,0.09,"chr1",232592772,"+","II","","OpenSea","SIPA1L2","NM_020808","Body"
"adipose","cg16365352",0.878,0.846,0.01,0.098,"chr1",236954819,"-","II","chr1:236958314-236959202","N_Shelf","","",""
"adipose","cg16366373",0.758,0.77,0.009,0.096,"chr1",35501245,"+","II","chr1:35497121-35497587","S_Shelf","","",""
"adipose","cg16397870",0.861,0.833,0.008,0.089,"chr1",50801596,"+","II","chr1:50798667-50799536","S_Shelf","","",""
"adipose","cg16556696",0.784,0.784,0.008,0.091,"chr1",74445461,"+","II","","OpenSea","","",""
"adipose","cg16738453",0.554,0.552,0.012,0.11,"chr1",57029014,"-","II","","OpenSea","PPAP2B;PPAP2B","NM_177414;NM_003713","Body;Body"
"adipose","cg16814688",0.775,0.772,0.008,0.087,"chr1",220092812,"-","II","","OpenSea","SLC30A10","NM_018713","Body"
"adipose","cg17223516",0.761,0.762,0.008,0.09,"chr1",6927639,"-","II","","OpenSea","CAMTA1","NM_015215","Body"
"adipose","cg17439967",0.722,0.71,0.008,0.091,"chr1",229644775,"+","II","chr1:229643713-229644293","S_Shore","NUP133","NM_018230","TSS1500"
"adipose","cg17443342",0.8,0.807,0.007,0.084,"chr1",111887081,"-","II","chr1:111889138-111889539","N_Shelf","","",""
"adipose","cg17443668",0.82,0.795,0.008,0.089,"chr1",152130772,"+","II","","OpenSea","RPTN","NM_001122965","5'UTR"
"adipose","cg17448813",0.784,0.77,0.009,0.094,"chr1",219547675,"-","II","","OpenSea","","",""
"adipose","cg17470497",0.793,0.797,0.008,0.092,"chr1",248401161,"-","II","","OpenSea","OR2M4","NM_017504","TSS1500"
"adipose","cg17493398",0.786,0.78,0.01,0.098,"chr1",87173636,"+","II","chr1:87169875-87171015","S_Shelf","SH3GLB1","NM_016009","Body"
